article_id,date,source,country,group,phase,language,gdelt_tone,gdelt_positive_score,gdelt_negative_score,num_mentions,num_sources
gdelt_002229,2026-03-20,Reuters,USA,Oil-Independent,SUSTAINED,en,-1.4,1.03,3.12,30,11
gdelt_002230,2026-03-20,AP News,USA,Oil-Independent,SUSTAINED,en,-2.87,0.0,4.78,29,3
gdelt_002231,2026-03-20,Reuters,USA,Oil-Independent,SUSTAINED,en,-0.7,0.41,2.53,49,12
gdelt_002232,2026-03-20,CNN,USA,Oil-Independent,SUSTAINED,en,-2.4,0.0,3.51,36,1
gdelt_002233,2026-03-20,O Globo,Brazil,Oil-Independent,SUSTAINED,en,-4.72,0.0,6.6,48,10
gdelt_002234,2026-03-20,O Globo,Brazil,Oil-Independent,SUSTAINED,en,-3.31,0.0,5.85,18,7
gdelt_002235,2026-03-20,O Globo,Brazil,Oil-Independent,SUSTAINED,en,1.48,4.07,0.0,32,6
gdelt_002236,2026-03-20,O Globo,Brazil,Oil-Independent,SUSTAINED,en,-4.33,0.0,5.16,23,2
gdelt_002237,2026-03-20,Sydney Morning Herald,Australia,Oil-Independent,SUSTAINED,en,-3.72,0.0,3.84,26,4
gdelt_002238,2026-03-20,ABC Australia,Australia,Oil-Independent,SUSTAINED,en,-5.2,0.0,6.46,25,12
gdelt_002239,2026-03-20,ABC Australia,Australia,Oil-Independent,SUSTAINED,en,-6.68,0.0,7.06,7,13
gdelt_002240,2026-03-20,Sydney Morning Herald,Australia,Oil-Independent,SUSTAINED,en,-6.13,0.0,8.56,34,4
gdelt_002241,2026-03-20,ABC Australia,Australia,Oil-Independent,SUSTAINED,en,-2.95,0.0,4.72,5,8
gdelt_002242,2026-03-20,Financial Times,UK,Oil-Independent,SUSTAINED,en,-0.92,1.35,2.64,2,4
gdelt_002243,2026-03-20,BBC,UK,Oil-Independent,SUSTAINED,en,-1.37,0.31,1.51,24,4
gdelt_002244,2026-03-20,The Guardian,UK,Oil-Independent,SUSTAINED,en,-0.92,0.0,2.97,47,10
gdelt_002245,2026-03-20,Fars News,Iran,Conflict-Zone,SUSTAINED,fa,-5.9,0.0,6.16,2,4
gdelt_002246,2026-03-20,Press TV,Iran,Conflict-Zone,SUSTAINED,fa,-8.94,0.0,8.94,25,8
gdelt_002247,2026-03-20,Tolo News,Afghanistan,Oil-Dependent,SUSTAINED,fa,-6.14,0.0,8.62,29,1
gdelt_002248,2026-03-20,Pajhwok,Afghanistan,Oil-Dependent,SUSTAINED,fa,-3.99,0.0,4.76,10,7
gdelt_002249,2026-03-20,Tolo News,Afghanistan,Oil-Dependent,SUSTAINED,fa,-2.4,0.0,3.64,50,3
gdelt_002250,2026-03-21,Nikkei Asia,Japan,Oil-Dependent,SUSTAINED,en,-2.99,0.0,5.18,2,2
gdelt_002251,2026-03-21,NHK World,Japan,Oil-Dependent,SUSTAINED,en,-4.45,0.0,7.04,12,15
gdelt_002252,2026-03-21,The Hindu,India,Oil-Dependent,SUSTAINED,en,-6.29,0.0,7.45,5,2
gdelt_002253,2026-03-21,NDTV,India,Oil-Dependent,SUSTAINED,en,-8.07,0.0,9.02,3,4
gdelt_002254,2026-03-21,NDTV,India,Oil-Dependent,SUSTAINED,en,-2.09,0.0,3.48,24,14
gdelt_002255,2026-03-21,Manila Bulletin,Philippines,Oil-Dependent,SUSTAINED,en,-4.75,0.0,5.41,33,7
gdelt_002256,2026-03-21,Philippine Star,Philippines,Oil-Dependent,SUSTAINED,en,-4.5,0.0,6.73,42,15
gdelt_002257,2026-03-21,Rappler,Philippines,Oil-Dependent,SUSTAINED,en,-3.55,0.0,4.63,35,11
gdelt_002258,2026-03-21,Geo News,Pakistan,Oil-Dependent,SUSTAINED,en,-3.64,0.0,4.95,9,10
gdelt_002259,2026-03-21,Dawn,Pakistan,Oil-Dependent,SUSTAINED,en,-3.08,0.0,3.17,16,1
gdelt_002260,2026-03-21,Dawn,Pakistan,Oil-Dependent,SUSTAINED,en,-9.12,0.0,10.39,5,10
gdelt_002261,2026-03-21,Yonhap,South Korea,Oil-Dependent,SUSTAINED,en,0.96,3.59,1.38,7,5
gdelt_002262,2026-03-21,Yonhap,South Korea,Oil-Dependent,SUSTAINED,en,-4.97,0.0,6.9,36,12
gdelt_002263,2026-03-21,Korea Herald,South Korea,Oil-Dependent,SUSTAINED,en,-6.18,0.0,7.18,29,15
gdelt_002264,2026-03-21,Korea Herald,South Korea,Oil-Dependent,SUSTAINED,en,-7.97,0.0,10.21,20,2
gdelt_002265,2026-03-21,Yonhap,South Korea,Oil-Dependent,SUSTAINED,en,-1.79,0.0,2.02,48,10
gdelt_002266,2026-03-21,Dhaka Tribune,Bangladesh,Oil-Dependent,SUSTAINED,en,-0.02,0.15,1.62,48,3
gdelt_002267,2026-03-21,Daily Star BD,Bangladesh,Oil-Dependent,SUSTAINED,en,-3.55,0.0,4.92,26,1
gdelt_002268,2026-03-21,Dhaka Tribune,Bangladesh,Oil-Dependent,SUSTAINED,en,-5.73,0.0,6.57,29,11
gdelt_002269,2026-03-21,Dhaka Tribune,Bangladesh,Oil-Dependent,SUSTAINED,en,-5.24,0.0,7.85,30,2
gdelt_002270,2026-03-21,Dhaka Tribune,Bangladesh,Oil-Dependent,SUSTAINED,en,-8.98,0.0,9.6,42,12
gdelt_002271,2026-03-21,Aftenposten,Norway,Oil-Independent,SUSTAINED,en,-1.56,0.28,3.23,2,7
gdelt_002272,2026-03-21,Aftenposten,Norway,Oil-Independent,SUSTAINED,en,-1.94,0.0,4.59,46,3
gdelt_002273,2026-03-21,VG,Norway,Oil-Independent,SUSTAINED,en,-1.92,0.0,4.18,42,5
gdelt_002274,2026-03-21,NRK,Norway,Oil-Independent,SUSTAINED,en,-4.35,0.0,6.02,34,11
gdelt_002275,2026-03-21,National Post,Canada,Oil-Independent,SUSTAINED,en,-2.11,0.0,3.17,20,13
gdelt_002276,2026-03-21,Globe and Mail,Canada,Oil-Independent,SUSTAINED,en,1.47,4.34,1.23,46,11
gdelt_002277,2026-03-21,Fox News,USA,Oil-Independent,SUSTAINED,en,-6.21,0.0,7.11,5,14
gdelt_002278,2026-03-21,Reuters,USA,Oil-Independent,SUSTAINED,en,-3.71,0.0,6.09,5,7
gdelt_002279,2026-03-21,Fox News,USA,Oil-Independent,SUSTAINED,en,-1.26,0.0,3.0,48,2
gdelt_002280,2026-03-21,Reuters,USA,Oil-Independent,SUSTAINED,en,-3.72,0.0,3.87,15,7
gdelt_002281,2026-03-21,Reuters,USA,Oil-Independent,SUSTAINED,en,-6.56,0.0,8.46,39,7
gdelt_002282,2026-03-21,Folha de S.Paulo,Brazil,Oil-Independent,SUSTAINED,en,-4.34,0.0,6.58,31,9
gdelt_002283,2026-03-21,Folha de S.Paulo,Brazil,Oil-Independent,SUSTAINED,en,-4.5,0.0,6.58,37,7
gdelt_002284,2026-03-21,O Globo,Brazil,Oil-Independent,SUSTAINED,en,-4.06,0.0,4.17,6,15
gdelt_002285,2026-03-21,Sydney Morning Herald,Australia,Oil-Independent,SUSTAINED,en,-5.8,0.0,5.98,48,6
gdelt_002286,2026-03-21,Sydney Morning Herald,Australia,Oil-Independent,SUSTAINED,en,-5.25,0.0,7.64,26,15
gdelt_002287,2026-03-21,ABC Australia,Australia,Oil-Independent,SUSTAINED,en,-3.02,0.0,5.83,28,15
gdelt_002288,2026-03-21,Sydney Morning Herald,Australia,Oil-Independent,SUSTAINED,en,-2.63,0.25,5.1,46,11
gdelt_002289,2026-03-21,Sydney Morning Herald,Australia,Oil-Independent,SUSTAINED,en,-2.12,0.0,4.9,29,7
gdelt_002290,2026-03-21,BBC,UK,Oil-Independent,SUSTAINED,en,-1.35,0.27,1.89,19,10
gdelt_002291,2026-03-21,Financial Times,UK,Oil-Independent,SUSTAINED,en,2.71,3.24,0.0,14,6
gdelt_002292,2026-03-21,The Guardian,UK,Oil-Independent,SUSTAINED,en,-4.56,0.0,4.76,38,4
gdelt_002293,2026-03-21,Financial Times,UK,Oil-Independent,SUSTAINED,en,-1.92,0.0,3.48,31,1
gdelt_002294,2026-03-21,IRNA,Iran,Conflict-Zone,SUSTAINED,fa,-5.43,0.0,6.46,11,15
gdelt_002295,2026-03-21,Tehran Times,Iran,Conflict-Zone,SUSTAINED,fa,-5.95,0.0,6.74,15,3
gdelt_002296,2026-03-21,Tolo News,Afghanistan,Oil-Dependent,SUSTAINED,fa,-3.79,0.0,6.19,50,4
gdelt_002297,2026-03-21,Tolo News,Afghanistan,Oil-Dependent,SUSTAINED,fa,-3.85,0.0,6.01,42,15
gdelt_002298,2026-03-21,Pajhwok,Afghanistan,Oil-Dependent,SUSTAINED,fa,-1.98,0.83,3.71,46,15
gdelt_002299,2026-03-21,Pajhwok,Afghanistan,Oil-Dependent,SUSTAINED,fa,-4.45,0.0,4.61,3,12
gdelt_002300,2026-03-21,Pajhwok,Afghanistan,Oil-Dependent,SUSTAINED,fa,-1.6,0.0,2.08,47,2
gdelt_002301,2026-03-22,Japan Times,Japan,Oil-Dependent,SUSTAINED,en,-7.13,0.0,7.4,20,8
gdelt_002302,2026-03-22,NHK World,Japan,Oil-Dependent,SUSTAINED,en,-5.08,0.0,6.9,49,3
gdelt_002303,2026-03-22,Nikkei Asia,Japan,Oil-Dependent,SUSTAINED,en,-1.54,1.32,3.02,46,12
gdelt_002304,2026-03-22,Japan Times,Japan,Oil-Dependent,SUSTAINED,en,-1.29,0.0,3.52,34,11
gdelt_002305,2026-03-22,The Hindu,India,Oil-Dependent,SUSTAINED,en,-5.23,0.0,5.41,11,5
gdelt_002306,2026-03-22,NDTV,India,Oil-Dependent,SUSTAINED,en,-6.25,0.0,6.91,28,1
gdelt_002307,2026-03-22,NDTV,India,Oil-Dependent,SUSTAINED,en,-7.91,0.0,9.94,47,4
gdelt_002308,2026-03-22,Times of India,India,Oil-Dependent,SUSTAINED,en,-4.3,0.0,5.46,38,5
gdelt_002309,2026-03-22,NDTV,India,Oil-Dependent,SUSTAINED,en,-1.92,0.84,4.54,17,10
gdelt_002310,2026-03-22,Manila Bulletin,Philippines,Oil-Dependent,SUSTAINED,en,-3.04,0.0,5.33,27,3
gdelt_002311,2026-03-22,Manila Bulletin,Philippines,Oil-Dependent,SUSTAINED,en,-3.86,0.0,5.26,23,14
gdelt_002312,2026-03-22,Philippine Star,Philippines,Oil-Dependent,SUSTAINED,en,-5.0,0.0,7.13,30,12
gdelt_002313,2026-03-22,Philippine Star,Philippines,Oil-Dependent,SUSTAINED,en,-6.27,0.0,8.19,1,11
gdelt_002314,2026-03-22,Geo News,Pakistan,Oil-Dependent,SUSTAINED,en,-4.15,0.0,4.32,26,2
gdelt_002315,2026-03-22,Geo News,Pakistan,Oil-Dependent,SUSTAINED,en,-5.38,0.0,7.6,18,7
gdelt_002316,2026-03-22,Dawn,Pakistan,Oil-Dependent,SUSTAINED,en,-9.31,0.0,10.27,15,11
gdelt_002317,2026-03-22,Dawn,Pakistan,Oil-Dependent,SUSTAINED,en,-5.02,0.0,7.62,48,4
gdelt_002318,2026-03-22,Dawn,Pakistan,Oil-Dependent,SUSTAINED,en,-4.74,0.0,6.86,26,14
gdelt_002319,2026-03-22,Yonhap,South Korea,Oil-Dependent,SUSTAINED,en,-1.81,0.0,4.3,34,1
gdelt_002320,2026-03-22,Korea Herald,South Korea,Oil-Dependent,SUSTAINED,en,-2.29,0.0,2.58,40,4
gdelt_002321,2026-03-22,Yonhap,South Korea,Oil-Dependent,SUSTAINED,en,-4.87,0.0,6.86,19,2
gdelt_002322,2026-03-22,Korea Herald,South Korea,Oil-Dependent,SUSTAINED,en,-4.15,0.0,4.57,42,5
gdelt_002323,2026-03-22,Yonhap,South Korea,Oil-Dependent,SUSTAINED,en,-4.47,0.0,6.21,22,3
gdelt_002324,2026-03-22,Dhaka Tribune,Bangladesh,Oil-Dependent,SUSTAINED,en,-5.17,0.0,6.46,14,6
gdelt_002325,2026-03-22,Daily Star BD,Bangladesh,Oil-Dependent,SUSTAINED,en,-4.78,0.0,7.72,47,15
gdelt_002326,2026-03-22,Dhaka Tribune,Bangladesh,Oil-Dependent,SUSTAINED,en,-6.33,0.0,6.45,43,3
gdelt_002327,2026-03-22,Daily Star BD,Bangladesh,Oil-Dependent,SUSTAINED,en,-7.54,0.0,8.33,9,12
gdelt_002328,2026-03-22,Aftenposten,Norway,Oil-Independent,SUSTAINED,en,-3.31,0.0,6.13,23,15
gdelt_002329,2026-03-22,Aftenposten,Norway,Oil-Independent,SUSTAINED,en,-4.17,0.0,6.97,6,12
gdelt_002330,2026-03-22,Globe and Mail,Canada,Oil-Independent,SUSTAINED,en,-3.75,0.0,5.05,40,9
gdelt_002331,2026-03-22,National Post,Canada,Oil-Independent,SUSTAINED,en,-2.61,0.0,2.72,38,3
gdelt_002332,2026-03-22,CBC,Canada,Oil-Independent,SUSTAINED,en,-2.48,0.0,4.14,4,15
gdelt_002333,2026-03-22,NYT,USA,Oil-Independent,SUSTAINED,en,-3.52,0.0,4.42,28,12
gdelt_002334,2026-03-22,Reuters,USA,Oil-Independent,SUSTAINED,en,-0.19,0.15,1.07,8,4
gdelt_002335,2026-03-22,O Globo,Brazil,Oil-Independent,SUSTAINED,en,-1.84,0.0,2.9,28,3
gdelt_002336,2026-03-22,Folha de S.Paulo,Brazil,Oil-Independent,SUSTAINED,en,-4.13,0.0,6.58,13,2
gdelt_002337,2026-03-22,O Globo,Brazil,Oil-Independent,SUSTAINED,en,-3.93,0.0,5.2,10,1
gdelt_002338,2026-03-22,O Globo,Brazil,Oil-Independent,SUSTAINED,en,0.2,0.57,0.85,29,8
gdelt_002339,2026-03-22,Folha de S.Paulo,Brazil,Oil-Independent,SUSTAINED,en,-0.5,0.86,2.47,18,3
gdelt_002340,2026-03-22,ABC Australia,Australia,Oil-Independent,SUSTAINED,en,0.76,0.96,0.0,7,3
gdelt_002341,2026-03-22,Sydney Morning Herald,Australia,Oil-Independent,SUSTAINED,en,-2.3,0.0,2.58,48,3
gdelt_002342,2026-03-22,ABC Australia,Australia,Oil-Independent,SUSTAINED,en,0.62,2.24,0.41,20,13
gdelt_002343,2026-03-22,Financial Times,UK,Oil-Independent,SUSTAINED,en,-1.43,1.16,4.34,33,5
gdelt_002344,2026-03-22,BBC,UK,Oil-Independent,SUSTAINED,en,-3.37,0.0,4.77,37,13
gdelt_002345,2026-03-22,BBC,UK,Oil-Independent,SUSTAINED,en,-0.75,0.0,1.66,43,9
gdelt_002346,2026-03-22,Tasnim,Iran,Conflict-Zone,SUSTAINED,fa,-4.47,0.0,7.38,8,14
gdelt_002347,2026-03-22,Tehran Times,Iran,Conflict-Zone,SUSTAINED,fa,-5.0,0.0,5.05,42,12
gdelt_002348,2026-03-22,Fars News,Iran,Conflict-Zone,SUSTAINED,fa,-7.88,0.0,8.44,12,12
gdelt_002349,2026-03-22,Fars News,Iran,Conflict-Zone,SUSTAINED,fa,-7.5,0.0,8.49,17,13
gdelt_002350,2026-03-22,IRNA,Iran,Conflict-Zone,SUSTAINED,fa,-5.77,0.0,7.0,1,11
gdelt_002351,2026-03-22,Tolo News,Afghanistan,Oil-Dependent,SUSTAINED,fa,-1.5,0.4,3.4,46,4
gdelt_002352,2026-03-22,Pajhwok,Afghanistan,Oil-Dependent,SUSTAINED,fa,-9.6,0.0,9.6,32,5
gdelt_002353,2026-03-22,Pajhwok,Afghanistan,Oil-Dependent,SUSTAINED,fa,-4.08,0.0,6.83,46,4
gdelt_002354,2026-03-22,Pajhwok,Afghanistan,Oil-Dependent,SUSTAINED,fa,-1.21,0.0,3.71,33,5
gdelt_002355,2026-03-22,Tolo News,Afghanistan,Oil-Dependent,SUSTAINED,fa,-7.11,0.0,9.46,16,12
gdelt_002356,2026-03-23,Japan Times,Japan,Oil-Dependent,SUSTAINED,en,-2.7,0.0,3.85,49,1
gdelt_002357,2026-03-23,NHK World,Japan,Oil-Dependent,SUSTAINED,en,-5.59,0.0,7.83,31,1
gdelt_002358,2026-03-23,Japan Times,Japan,Oil-Dependent,SUSTAINED,en,-3.36,0.0,5.74,10,3
gdelt_002359,2026-03-23,Times of India,India,Oil-Dependent,SUSTAINED,en,-2.36,0.58,4.54,38,15
gdelt_002360,2026-03-23,The Hindu,India,Oil-Dependent,SUSTAINED,en,-8.05,0.0,10.33,6,10
gdelt_002361,2026-03-23,Manila Bulletin,Philippines,Oil-Dependent,SUSTAINED,en,-3.72,0.0,4.21,26,15
gdelt_002362,2026-03-23,Rappler,Philippines,Oil-Dependent,SUSTAINED,en,-6.45,0.0,7.76,39,7
gdelt_002363,2026-03-23,Philippine Star,Philippines,Oil-Dependent,SUSTAINED,en,-4.64,0.0,5.64,13,4
gdelt_002364,2026-03-23,Philippine Star,Philippines,Oil-Dependent,SUSTAINED,en,-2.58,0.0,3.16,26,4
gdelt_002365,2026-03-23,Rappler,Philippines,Oil-Dependent,SUSTAINED,en,-4.95,0.0,5.77,44,4
gdelt_002366,2026-03-23,Dawn,Pakistan,Oil-Dependent,SUSTAINED,en,-6.49,0.0,8.87,15,11
gdelt_002367,2026-03-23,Dawn,Pakistan,Oil-Dependent,SUSTAINED,en,-3.85,0.0,4.48,23,9
gdelt_002368,2026-03-23,Geo News,Pakistan,Oil-Dependent,SUSTAINED,en,-3.16,0.0,3.33,48,2
gdelt_002369,2026-03-23,Dawn,Pakistan,Oil-Dependent,SUSTAINED,en,-3.42,0.0,4.02,7,2
gdelt_002370,2026-03-23,Yonhap,South Korea,Oil-Dependent,SUSTAINED,en,-6.06,0.0,7.8,27,5
gdelt_002371,2026-03-23,Korea Herald,South Korea,Oil-Dependent,SUSTAINED,en,-6.64,0.0,9.61,11,2
gdelt_002372,2026-03-23,Dhaka Tribune,Bangladesh,Oil-Dependent,SUSTAINED,en,-4.52,0.0,7.29,32,6
gdelt_002373,2026-03-23,Dhaka Tribune,Bangladesh,Oil-Dependent,SUSTAINED,en,-6.69,0.0,8.33,30,8
gdelt_002374,2026-03-23,VG,Norway,Oil-Independent,SUSTAINED,en,-4.26,0.0,6.57,15,14
gdelt_002375,2026-03-23,VG,Norway,Oil-Independent,SUSTAINED,en,-6.19,0.0,7.64,37,8
gdelt_002376,2026-03-23,Aftenposten,Norway,Oil-Independent,SUSTAINED,en,-1.24,1.48,2.59,31,14
gdelt_002377,2026-03-23,Aftenposten,Norway,Oil-Independent,SUSTAINED,en,-1.93,0.0,4.83,2,1
gdelt_002378,2026-03-23,National Post,Canada,Oil-Independent,SUSTAINED,en,-2.43,0.0,3.76,21,11
gdelt_002379,2026-03-23,National Post,Canada,Oil-Independent,SUSTAINED,en,-4.9,0.0,6.96,50,12
gdelt_002380,2026-03-23,AP News,USA,Oil-Independent,SUSTAINED,en,-1.93,0.0,2.96,7,10
gdelt_002381,2026-03-23,Fox News,USA,Oil-Independent,SUSTAINED,en,0.82,2.13,1.44,7,12
gdelt_002382,2026-03-23,Reuters,USA,Oil-Independent,SUSTAINED,en,-4.9,0.0,7.77,33,4
gdelt_002383,2026-03-23,AP News,USA,Oil-Independent,SUSTAINED,en,-6.13,0.0,9.02,22,11
gdelt_002384,2026-03-23,NYT,USA,Oil-Independent,SUSTAINED,en,-2.72,0.0,3.57,7,8
gdelt_002385,2026-03-23,O Globo,Brazil,Oil-Independent,SUSTAINED,en,-5.19,0.0,5.96,16,5
gdelt_002386,2026-03-23,O Globo,Brazil,Oil-Independent,SUSTAINED,en,0.45,1.6,1.66,36,15
gdelt_002387,2026-03-23,O Globo,Brazil,Oil-Independent,SUSTAINED,en,-3.01,0.0,3.04,28,2
gdelt_002388,2026-03-23,O Globo,Brazil,Oil-Independent,SUSTAINED,en,0.88,1.61,1.55,50,4
gdelt_002389,2026-03-23,Folha de S.Paulo,Brazil,Oil-Independent,SUSTAINED,en,-4.95,0.0,7.13,46,4
gdelt_002390,2026-03-23,Sydney Morning Herald,Australia,Oil-Independent,SUSTAINED,en,-3.52,0.0,6.41,12,8
gdelt_002391,2026-03-23,Sydney Morning Herald,Australia,Oil-Independent,SUSTAINED,en,-3.99,0.0,6.01,39,4
gdelt_002392,2026-03-23,Sydney Morning Herald,Australia,Oil-Independent,SUSTAINED,en,-3.71,0.0,6.07,49,2
gdelt_002393,2026-03-23,Sydney Morning Herald,Australia,Oil-Independent,SUSTAINED,en,-2.27,0.0,4.17,34,11
gdelt_002394,2026-03-23,The Guardian,UK,Oil-Independent,SUSTAINED,en,-1.49,0.0,2.44,17,5
gdelt_002395,2026-03-23,Financial Times,UK,Oil-Independent,SUSTAINED,en,-0.18,1.84,2.12,13,5
gdelt_002396,2026-03-23,Tehran Times,Iran,Conflict-Zone,SUSTAINED,fa,-5.92,0.0,6.16,46,1
gdelt_002397,2026-03-23,Fars News,Iran,Conflict-Zone,SUSTAINED,fa,-3.09,0.0,5.69,20,9
gdelt_002398,2026-03-23,Press TV,Iran,Conflict-Zone,SUSTAINED,fa,-5.56,0.0,7.19,24,3
gdelt_002399,2026-03-23,Fars News,Iran,Conflict-Zone,SUSTAINED,fa,-6.27,0.0,9.23,6,15
gdelt_002400,2026-03-23,Tehran Times,Iran,Conflict-Zone,SUSTAINED,fa,-6.54,0.0,9.29,47,15
gdelt_002401,2026-03-23,Pajhwok,Afghanistan,Oil-Dependent,SUSTAINED,fa,-5.07,0.0,5.82,8,3
gdelt_002402,2026-03-23,Tolo News,Afghanistan,Oil-Dependent,SUSTAINED,fa,-4.49,0.0,4.86,22,8
gdelt_002403,2026-03-23,Tolo News,Afghanistan,Oil-Dependent,SUSTAINED,fa,-3.72,0.0,4.18,6,1
gdelt_002404,2026-03-24,NHK World,Japan,Oil-Dependent,SUSTAINED,en,-2.12,0.0,2.32,34,15
gdelt_002405,2026-03-24,Nikkei Asia,Japan,Oil-Dependent,SUSTAINED,en,-3.41,0.0,4.71,39,9
gdelt_002406,2026-03-24,Nikkei Asia,Japan,Oil-Dependent,SUSTAINED,en,-6.05,0.0,8.92,24,15
gdelt_002407,2026-03-24,NHK World,Japan,Oil-Dependent,SUSTAINED,en,-0.8,0.4,1.62,15,6
gdelt_002408,2026-03-24,The Hindu,India,Oil-Dependent,SUSTAINED,en,-1.5,0.6,3.61,41,14
gdelt_002409,2026-03-24,The Hindu,India,Oil-Dependent,SUSTAINED,en,-1.31,0.0,2.96,44,7
gdelt_002410,2026-03-24,The Hindu,India,Oil-Dependent,SUSTAINED,en,-6.28,0.0,7.15,50,1
gdelt_002411,2026-03-24,Times of India,India,Oil-Dependent,SUSTAINED,en,-6.88,0.0,9.33,6,9
gdelt_002412,2026-03-24,Rappler,Philippines,Oil-Dependent,SUSTAINED,en,-8.81,0.0,10.12,24,11
gdelt_002413,2026-03-24,Manila Bulletin,Philippines,Oil-Dependent,SUSTAINED,en,-0.8,0.27,2.87,10,7
gdelt_002414,2026-03-24,Philippine Star,Philippines,Oil-Dependent,SUSTAINED,en,-8.07,0.0,8.53,11,6
gdelt_002415,2026-03-24,Dawn,Pakistan,Oil-Dependent,SUSTAINED,en,-5.04,0.0,7.59,1,15
gdelt_002416,2026-03-24,Geo News,Pakistan,Oil-Dependent,SUSTAINED,en,-6.41,0.0,8.29,48,10
gdelt_002417,2026-03-24,Dawn,Pakistan,Oil-Dependent,SUSTAINED,en,-8.88,0.0,10.04,16,1
gdelt_002418,2026-03-24,Korea Herald,South Korea,Oil-Dependent,SUSTAINED,en,-0.92,0.0,2.4,47,4
gdelt_002419,2026-03-24,Yonhap,South Korea,Oil-Dependent,SUSTAINED,en,-8.03,0.0,10.68,18,8
gdelt_002420,2026-03-24,Korea Herald,South Korea,Oil-Dependent,SUSTAINED,en,-3.57,0.0,5.38,14,12
gdelt_002421,2026-03-24,Korea Herald,South Korea,Oil-Dependent,SUSTAINED,en,-5.68,0.0,7.41,31,11
gdelt_002422,2026-03-24,Daily Star BD,Bangladesh,Oil-Dependent,SUSTAINED,en,-7.02,0.0,8.85,32,2
gdelt_002423,2026-03-24,Daily Star BD,Bangladesh,Oil-Dependent,SUSTAINED,en,-4.81,0.0,6.55,20,9
gdelt_002424,2026-03-24,Dhaka Tribune,Bangladesh,Oil-Dependent,SUSTAINED,en,-6.44,0.0,8.99,45,9
gdelt_002425,2026-03-24,Daily Star BD,Bangladesh,Oil-Dependent,SUSTAINED,en,-8.84,0.0,9.89,6,1
gdelt_002426,2026-03-24,Daily Star BD,Bangladesh,Oil-Dependent,SUSTAINED,en,-7.27,0.0,9.01,9,14
gdelt_002427,2026-03-24,NRK,Norway,Oil-Independent,SUSTAINED,en,-6.0,0.0,8.32,28,3
gdelt_002428,2026-03-24,NRK,Norway,Oil-Independent,SUSTAINED,en,-1.89,0.34,3.65,35,2
gdelt_002429,2026-03-24,NRK,Norway,Oil-Independent,SUSTAINED,en,-3.63,0.0,5.0,6,7
gdelt_002430,2026-03-24,Aftenposten,Norway,Oil-Independent,SUSTAINED,en,-2.12,0.0,3.17,10,12
gdelt_002431,2026-03-24,NRK,Norway,Oil-Independent,SUSTAINED,en,-0.2,2.06,0.64,46,5
gdelt_002432,2026-03-24,CBC,Canada,Oil-Independent,SUSTAINED,en,-3.93,0.0,6.23,9,11
gdelt_002433,2026-03-24,Globe and Mail,Canada,Oil-Independent,SUSTAINED,en,-1.77,1.18,2.0,22,14
gdelt_002434,2026-03-24,CNN,USA,Oil-Independent,SUSTAINED,en,-3.51,0.0,6.07,45,4
gdelt_002435,2026-03-24,Reuters,USA,Oil-Independent,SUSTAINED,en,-3.09,0.0,5.41,17,7
gdelt_002436,2026-03-24,Fox News,USA,Oil-Independent,SUSTAINED,en,-3.53,0.0,5.09,48,7
gdelt_002437,2026-03-24,Fox News,USA,Oil-Independent,SUSTAINED,en,-2.4,0.0,4.01,14,1
gdelt_002438,2026-03-24,Folha de S.Paulo,Brazil,Oil-Independent,SUSTAINED,en,0.59,1.51,1.19,9,13
gdelt_002439,2026-03-24,O Globo,Brazil,Oil-Independent,SUSTAINED,en,-0.5,0.0,2.31,20,2
gdelt_002440,2026-03-24,O Globo,Brazil,Oil-Independent,SUSTAINED,en,-3.37,0.0,3.37,36,7
gdelt_002441,2026-03-24,Folha de S.Paulo,Brazil,Oil-Independent,SUSTAINED,en,-1.11,0.64,2.63,5,4
gdelt_002442,2026-03-24,Folha de S.Paulo,Brazil,Oil-Independent,SUSTAINED,en,-4.85,0.0,5.64,36,12
gdelt_002443,2026-03-24,Sydney Morning Herald,Australia,Oil-Independent,SUSTAINED,en,-3.78,0.0,4.76,5,12
gdelt_002444,2026-03-24,ABC Australia,Australia,Oil-Independent,SUSTAINED,en,-2.78,0.0,5.38,42,5
gdelt_002445,2026-03-24,Financial Times,UK,Oil-Independent,SUSTAINED,en,-0.27,0.05,2.27,24,8
gdelt_002446,2026-03-24,BBC,UK,Oil-Independent,SUSTAINED,en,-3.13,0.0,5.58,41,12
gdelt_002447,2026-03-24,Tehran Times,Iran,Conflict-Zone,SUSTAINED,fa,-5.84,0.0,8.64,20,13
gdelt_002448,2026-03-24,Tasnim,Iran,Conflict-Zone,SUSTAINED,fa,-8.17,0.0,8.17,30,15
gdelt_002449,2026-03-24,IRNA,Iran,Conflict-Zone,SUSTAINED,fa,-7.28,0.0,8.73,22,13
gdelt_002450,2026-03-24,Pajhwok,Afghanistan,Oil-Dependent,SUSTAINED,fa,-6.18,0.0,6.43,17,7
gdelt_002451,2026-03-24,Tolo News,Afghanistan,Oil-Dependent,SUSTAINED,fa,-4.82,0.0,5.79,47,5
gdelt_002452,2026-03-25,NHK World,Japan,Oil-Dependent,SUSTAINED,en,-4.38,0.0,6.45,14,1
gdelt_002453,2026-03-25,Japan Times,Japan,Oil-Dependent,SUSTAINED,en,-7.93,0.0,9.35,31,14
gdelt_002454,2026-03-25,NHK World,Japan,Oil-Dependent,SUSTAINED,en,-2.45,0.0,5.16,1,12
